PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeGroup_Teenager,AgeGroup_Young_Adult,AgeGroup_Adult,AgeGroup_Senior
269,1,1,0,2.200857898491608,0,1,2.441497778832105,False,True,False,False,True,False,False,False,True,False
270,1,1,0,0.4333115021019107,0,0,2.0825124140450755,False,True,True,False,False,False,False,True,False,False
271,0,1,1,-0.10463740114712752,0,0,-0.024246350754841113,False,True,False,True,False,False,False,True,False,False
272,1,3,1,-0.33518693111100106,0,0,-0.6484216535389205,False,True,False,True,False,False,False,True,False,False
273,1,2,0,0.8944105620296577,0,1,-0.255795253400548,False,True,False,False,True,False,False,False,True,False
274,0,1,1,0.5870111887444931,0,1,-0.05042144409739929,False,False,False,True,False,False,False,False,True,False
275,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,True,False,True,False,False,False,False,True,False,False
276,1,1,0,2.585107115098064,1,0,0.921244330558889,False,True,True,False,False,False,False,False,False,True
277,0,3,0,1.2018099353148226,0,0,-0.49237782784290063,False,True,True,False,False,False,False,False,True,False
278,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,False,True,False,True,False,False,False,True,False,False
279,0,3,1,-1.7184841108942424,4,1,-0.06199888922968463,True,False,False,False,False,False,False,False,False,False
280,1,3,0,0.4333115021019107,1,1,-0.24069423801061057,False,True,False,False,True,False,False,True,False,False
281,0,3,1,2.738806801740646,0,0,-0.49237782784290063,True,False,False,True,False,False,False,False,False,True
282,0,3,1,-0.10463740114712752,0,0,-0.4902797934380587,False,True,False,True,False,False,False,True,False,False
283,0,3,1,-1.0268355210026217,0,0,-0.45714212526638004,False,True,False,True,False,False,True,False,False,False
284,1,3,1,-0.7962859910387481,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
285,0,1,1,-0.10463740114712752,0,0,-0.12491978668775715,False,True,False,True,False,False,False,True,False,False
286,0,3,1,0.27961181545932834,0,0,-0.47400492578514347,False,False,False,True,False,False,False,True,False,False
287,1,3,1,0.04906228549545483,0,0,-0.45714212526638004,False,True,False,True,False,False,False,True,False,False
288,0,3,1,-0.5657364610748746,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
289,1,2,1,0.9712604053509489,0,0,-0.3866707201133388,False,True,False,True,False,False,False,False,True,False
290,1,3,0,-0.5657364610748746,0,0,-0.49237782784290063,True,False,True,False,False,False,False,True,False,False
291,1,1,0,-0.2583370877897099,0,0,0.9391984311231651,False,True,True,False,False,False,False,True,False,False
292,1,1,0,-0.7962859910387481,1,0,1.1854295476653287,False,False,False,False,True,False,False,True,False,False
293,0,2,1,0.5101613454232019,0,0,-0.3891875560116617,False,False,False,True,False,False,False,False,True,False
294,0,3,0,-0.41203677443229225,0,0,-0.4702296719376591,False,True,True,False,False,False,False,True,False,False
295,0,3,1,-0.41203677443229225,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
296,0,1,1,-0.10463740114712752,0,0,-0.09027201697708476,False,False,False,True,False,False,False,True,False,False
297,0,3,1,-0.45046169609293785,0,0,-0.5028639729296732,False,False,False,True,False,False,False,True,False,False
298,0,1,0,-2.1027333275006983,1,2,2.4029901895877646,False,True,True,False,False,False,False,False,False,False
299,1,1,1,-0.10463740114712752,0,0,-0.034313694348132716,False,True,False,True,False,False,False,True,False,False
300,1,1,0,1.5860591519212783,0,1,4.335332226633905,False,False,False,False,True,False,False,False,True,False
301,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,True,False,True,False,False,False,False,True,False,False
302,1,3,1,-0.10463740114712752,2,0,-0.18029017645086096,True,False,False,True,False,False,False,True,False,False
303,0,3,1,-0.7962859910387481,0,0,-0.6484216535389205,False,True,False,True,False,False,False,True,False,False
304,1,2,0,-0.10463740114712752,0,0,-0.3997582667846179,True,False,True,False,False,False,False,True,False,False
305,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
306,1,1,1,-2.1857311582876924,1,2,2.4029901895877646,False,True,False,False,False,False,False,False,False,False
307,1,1,0,-0.10463740114712752,0,0,1.5841789061771412,False,False,True,False,False,False,False,True,False,False
308,1,1,0,-0.9499856776813305,1,0,1.5442457810799908,False,False,False,False,True,False,True,False,False,False
309,0,2,1,0.04906228549545483,1,0,-0.16518916106092355,False,False,False,True,False,False,False,True,False,False
310,1,1,0,0.04906228549545483,0,0,0.49782998024351216,False,False,True,False,False,False,False,True,False,False
311,1,1,0,-0.41203677443229225,0,0,1.0259447039291216,False,False,True,False,False,False,False,True,False,False
312,1,1,0,-0.8731358343600393,2,2,4.634416897040849,False,False,True,False,False,False,True,False,False,False
313,0,2,0,-0.2583370877897099,1,1,-0.12491978668775715,False,True,False,False,True,False,False,True,False,False
314,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
315,0,2,1,1.0481102486722402,1,1,-0.11988611489111134,False,True,False,True,False,False,False,False,True,False
316,1,3,0,-0.2583370877897099,0,0,-0.4902797934380587,False,True,True,False,False,False,False,True,False,False
317,1,2,0,-0.41203677443229225,1,0,-0.12491978668775715,False,True,False,False,True,False,False,True,False,False
318,0,2,1,1.893458525206443,0,0,-0.36653603292675563,False,True,False,False,False,True,False,False,True,False
319,1,1,0,0.12591212881674602,0,2,2.671117778445337,False,True,True,False,False,False,False,True,False,False
320,1,1,0,0.8175607187083667,1,1,2.059693773056521,False,False,False,False,True,False,False,False,True,False
321,0,3,1,-0.5657364610748746,0,0,-0.5024451714361923,False,True,False,True,False,False,False,True,False,False
322,0,3,1,-0.1814872444684187,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
323,1,2,0,0.04906228549545483,0,0,-0.3997582667846179,True,False,True,False,False,False,False,True,False,False
324,1,2,0,-0.5657364610748746,1,1,-0.06451572512800753,False,True,False,False,True,False,False,True,False,False
325,0,3,1,-0.10463740114712752,8,2,0.7519458402879414,False,True,False,True,False,False,False,True,False,False
326,1,1,0,0.5101613454232019,0,0,2.0825124140450755,False,False,True,False,False,False,False,False,True,False
327,0,3,1,2.4314074284554814,0,0,-0.5228315422126077,False,True,False,True,False,False,False,False,False,True
328,1,2,0,0.5101613454232019,0,0,-0.3866707201133388,False,True,False,False,True,False,False,False,True,False
329,1,3,0,0.12591212881674602,1,1,-0.2351571990343002,False,True,False,False,True,False,False,True,False,False
330,1,1,0,-1.0268355210026217,0,1,0.5189714017894245,False,False,True,False,False,False,True,False,False,False
331,1,3,0,-0.10463740114712752,2,0,-0.18029017645086096,True,False,True,False,False,False,False,True,False,False
332,0,1,1,1.2402348569754682,0,0,-0.07458306872129913,False,True,False,True,False,False,False,False,True,False
333,0,1,1,0.6638610320657843,0,1,2.441497778832105,False,True,False,True,False,False,False,False,True,False
334,0,3,1,-1.0268355210026217,2,0,-0.2859972841804228,False,True,False,True,False,False,True,False,False,False
335,1,1,0,-0.10463740114712752,1,0,2.042579288947925,False,True,False,False,True,False,False,True,False,False
336,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
337,0,1,1,-0.027787557825836348,1,0,0.6925485130875209,False,True,False,True,False,False,False,True,False,False
338,1,1,0,0.8944105620296577,0,0,2.059693773056521,False,False,True,False,False,False,False,False,True,False
339,1,3,1,1.2018099353148226,0,0,-0.4863374216869257,False,True,False,True,False,False,False,False,True,False
340,0,1,1,1.2018099353148226,0,0,0.06635974158478332,False,True,False,True,False,False,False,False,True,False
341,1,2,1,-2.1027333275006983,1,1,-0.12491978668775715,False,True,False,False,False,False,False,False,False,False
342,1,1,0,-0.41203677443229225,3,2,4.647001076532463,False,True,True,False,False,False,False,True,False,False
343,0,2,1,-0.10463740114712752,0,0,-0.3866707201133388,False,True,False,True,False,False,False,True,False,False
344,0,2,1,-0.33518693111100106,0,0,-0.3866707201133388,False,True,False,True,False,False,False,True,False,False
345,0,2,1,0.5101613454232019,0,0,-0.3866707201133388,False,True,False,True,False,False,False,False,True,False
346,1,2,0,-0.41203677443229225,0,0,-0.3866707201133388,False,True,True,False,False,False,False,True,False,False
347,1,2,0,0.8175607187083667,0,0,-0.3866707201133388,False,True,True,False,False,False,False,False,True,False
348,1,3,0,-0.10463740114712752,1,0,-0.32425318983493084,False,True,False,False,True,False,False,True,False,False
349,1,3,1,-2.025883484179407,1,1,-0.32828012727224753,False,True,False,False,False,False,False,False,False,False
350,0,3,1,0.9712604053509489,0,0,-0.47400492578514347,False,True,False,True,False,False,False,False,True,False
351,0,3,1,-0.48888661775358344,0,0,-0.4626791642426904,False,True,False,True,False,False,False,True,False,False
352,0,1,1,-0.10463740114712752,0,0,0.05629239799149171,False,True,False,True,False,False,False,True,False,False
353,0,3,1,-1.1036853643239128,1,1,-0.5028639729296732,False,False,False,True,False,False,True,False,False,False
354,0,3,1,-0.33518693111100106,1,0,-0.29002422161773944,False,True,False,True,False,False,False,True,False,False
355,0,3,1,-0.10463740114712752,0,0,-0.5029485386158568,False,False,False,True,False,False,False,True,False,False
356,0,3,1,-0.10463740114712752,0,0,-0.45714212526638004,False,True,False,True,False,False,False,True,False,False
357,1,1,0,-0.5657364610748746,0,1,0.4589861417231558,False,True,True,False,False,False,False,True,False,False
358,0,2,0,0.6638610320657843,0,0,-0.3866707201133388,False,True,True,False,False,False,False,False,True,False
359,1,3,0,-0.10463740114712752,0,0,-0.48977642625839407,True,False,True,False,False,False,False,True,False,False
360,1,3,0,-0.10463740114712752,0,0,-0.48977642625839407,True,False,True,False,False,False,False,True,False,False
361,0,3,1,0.8175607187083667,1,4,-0.08666388103324908,False,True,False,True,False,False,False,False,True,False
362,0,2,1,-0.027787557825836348,1,0,-0.09027201697708476,False,False,False,True,False,False,False,True,False,False
363,0,3,0,1.2018099353148226,0,1,-0.3573908580066095,False,False,False,False,True,False,False,False,True,False
364,0,3,1,0.4333115021019107,0,0,-0.5064721088735089,False,True,False,True,False,False,False,True,False,False
365,0,3,1,-0.10463740114712752,1,0,-0.3363340021468808,True,False,False,True,False,False,False,True,False,False
366,0,3,1,0.04906228549545483,0,0,-0.5024451714361923,False,True,False,True,False,False,False,True,False,False
367,1,1,0,2.3545575851341902,1,0,0.8667135572514657,False,False,False,False,True,False,False,False,True,False
368,1,3,0,-0.10463740114712752,0,0,-0.5028639729296732,False,False,False,False,True,False,False,True,False,False
369,1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,True,False,True,False,False,False,False,True,False,False
370,1,1,0,-0.41203677443229225,0,0,0.7469121684912956,False,False,False,False,True,False,False,True,False,False
371,1,1,1,-0.33518693111100106,1,0,0.4678796330534696,False,False,False,True,False,False,False,True,False,False
372,0,3,1,-0.8731358343600393,1,0,-0.5176307525123133,False,True,False,True,False,False,True,False,False,False
373,0,3,1,-0.7962859910387481,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
374,0,1,1,-0.5657364610748746,0,0,2.0825124140450755,False,False,False,True,False,False,False,True,False,False
375,0,3,0,-2.025883484179407,3,1,-0.22408312108167944,False,True,True,False,False,False,False,False,False,False
376,1,1,0,-0.10463740114712752,1,0,1.0060617003323709,False,False,False,False,True,False,False,True,False,False
377,1,3,0,-0.5657364610748746,0,0,-0.5024451714361923,False,True,True,False,False,False,False,True,False,False
378,0,1,1,-0.1814872444684187,0,2,3.610064686423428,False,False,False,True,False,False,False,True,False,False
379,0,3,1,-0.719436147717457,0,0,-0.5676312212027554,False,False,False,True,False,False,False,True,False,False
380,0,3,1,-0.7962859910387481,0,0,-0.4918744606632361,False,True,False,True,False,False,False,True,False,False
381,1,1,0,0.9712604053509489,0,0,3.9327230485884233,False,False,True,False,False,False,False,False,True,False
382,1,3,0,-2.1795831708219895,0,2,-0.33146744825388363,False,False,True,False,False,False,False,False,False,False
383,0,3,1,0.20276197213803718,0,0,-0.4888542575852486,False,True,False,True,False,False,False,True,False,False
384,1,1,0,0.4333115021019107,1,0,0.39858208016340624,False,True,False,False,True,False,False,True,False,False
385,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
386,0,2,1,-0.8731358343600393,0,0,0.8314778546749452,False,True,False,True,False,False,True,False,False,False
387,0,3,1,-2.1795831708219895,5,2,0.2958951755118318,False,True,False,False,False,False,False,False,False,False
388,1,2,0,0.5101613454232019,0,0,-0.3866707201133388,False,True,True,False,False,False,False,False,True,False
389,0,3,1,-0.10463740114712752,0,0,-0.49279662933638163,True,False,False,True,False,False,False,True,False,False
390,1,2,0,-0.9499856776813305,0,0,-0.40680540729992204,False,False,True,False,False,False,True,False,False,False
391,1,1,1,0.5101613454232019,1,2,1.7677408088510642,False,True,False,True,False,False,False,False,True,False
392,1,3,1,-0.6425863043961658,0,0,-0.49145565916975514,False,True,False,True,False,False,False,True,False,False
393,0,3,1,-0.10463740114712752,2,0,-0.4888542575852486,False,True,False,True,False,False,False,True,False,False
394,1,1,0,-0.48888661775358344,1,0,1.6323350375212924,False,False,True,False,False,False,False,True,False,False
395,1,3,0,-0.41203677443229225,0,2,-0.312172377522981,False,True,False,False,True,False,False,True,False,False
396,0,3,1,-0.5657364610748746,0,0,-0.49145565916975514,False,True,False,True,False,False,False,True,False,False
397,0,3,0,0.12591212881674602,0,0,-0.4902797934380587,False,True,True,False,False,False,False,True,False,False
398,0,2,1,1.2786597786361138,0,0,-0.12491978668775715,False,True,False,True,False,False,False,False,True,False
399,0,2,1,-0.48888661775358344,0,0,-0.43700743807979686,False,True,False,False,False,True,False,True,False,False
400,1,2,0,-0.10463740114712752,0,0,-0.393717860628643,False,True,False,False,True,False,False,True,False,False
401,1,3,1,0.7407108753870755,0,0,-0.4888542575852486,False,True,False,True,False,False,False,False,True,False
402,0,3,1,-0.2583370877897099,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
403,0,3,0,-0.6425863043961658,1,0,-0.4505983519307405,False,True,True,False,False,False,False,True,False,False
404,0,3,1,-0.10463740114712752,1,0,-0.32928686163157667,False,True,False,True,False,False,False,True,False,False
405,0,3,0,-0.719436147717457,0,0,-0.47400492578514347,False,True,True,False,False,False,False,True,False,False
406,0,2,1,0.35646165878061953,1,0,-0.22559322262067316,False,True,False,True,False,False,False,True,False,False
407,0,3,1,1.6629089952425695,0,0,-0.49237782784290063,False,True,False,True,False,False,False,False,True,False
408,1,2,1,-2.025883484179407,1,1,-0.2708962687904854,False,True,False,False,False,False,False,False,False,False
409,0,3,1,-0.6425863043961658,0,0,-0.4918744606632361,False,True,False,True,False,False,False,True,False,False
410,0,3,0,-0.10463740114712752,3,1,-0.13565761536436197,False,True,True,False,False,False,False,True,False,False
411,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
412,0,3,1,-0.10463740114712752,0,0,-0.5103319284071769,True,False,False,True,False,False,False,True,False,False
413,1,1,0,0.27961181545932834,1,0,1.163700193253568,True,False,True,False,False,False,False,True,False,False
414,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,False,True,False,True,False,False,False,True,False,False
415,1,3,1,1.1249600919935314,0,0,-0.4888542575852486,False,True,False,True,False,False,False,False,True,False
416,0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,False,True,False,False,True,False,False,True,False,False
417,1,2,0,0.35646165878061953,1,1,0.005955680025033696,False,True,False,False,True,False,False,True,False,False
418,1,2,0,-0.8731358343600393,0,2,-0.3866707201133388,False,True,True,False,False,False,True,False,False,False
419,0,2,1,0.04906228549545483,0,0,-0.3866707201133388,False,True,False,True,False,False,False,True,False,False
420,0,3,0,-1.4879345809303688,0,2,-0.1621689579829361,False,True,True,False,False,False,False,False,False,False
421,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,False,False,False,True,False,False,False,True,False,False
422,0,3,1,-0.6425863043961658,0,0,-0.49271407711891657,True,False,False,True,False,False,False,True,False,False
423,0,3,1,-0.027787557825836348,0,0,-0.4898609919445778,False,True,False,True,False,False,False,True,False,False
424,0,3,0,-0.10463740114712752,1,1,-0.35848215805212236,False,True,False,False,True,False,False,True,False,False
425,0,3,1,-0.8731358343600393,1,1,-0.2414492887801075,False,True,False,True,False,False,True,False,False,False
426,0,3,1,-0.10463740114712752,0,0,-0.5024451714361923,False,True,False,True,False,False,False,True,False,False
427,1,2,0,-0.10463740114712752,1,0,-0.12491978668775715,False,True,False,False,True,False,False,True,False,False
428,1,2,0,-0.7962859910387481,0,0,-0.12491978668775715,False,True,True,False,False,False,False,True,False,False
429,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,True,False,False,True,False,False,False,True,False,False
430,1,3,1,0.20276197213803718,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
431,1,1,1,-0.10463740114712752,0,0,-0.11384570873513637,False,True,False,True,False,False,False,True,False,False
432,1,3,0,-0.10463740114712752,1,0,-0.32425318983493084,False,True,False,False,True,False,False,True,False,False
433,1,2,0,0.9712604053509489,1,0,-0.12491978668775715,False,True,False,False,True,False,False,False,True,False
434,0,3,1,-0.9499856776813305,0,0,-0.5049620073345151,False,True,False,True,False,False,True,False,False,False
435,0,1,1,1.5860591519212783,1,0,0.4771073601910807,False,True,False,True,False,False,False,False,True,False
436,1,1,0,-1.180535207645204,1,2,1.7677408088510642,False,True,True,False,False,False,True,False,False,False
437,0,3,0,-0.6425863043961658,2,2,0.04370821849987721,False,True,True,False,False,False,False,True,False,False
438,1,2,0,-0.41203677443229225,2,3,-0.2708962687904854,False,True,False,False,True,False,False,True,False,False
439,0,1,1,2.661956958419355,1,4,4.647001076532463,False,True,False,True,False,False,False,False,False,True
440,0,2,1,0.12591212881674602,0,0,-0.43700743807979686,False,True,False,True,False,False,False,True,False,False
441,1,2,0,1.2018099353148226,1,1,-0.11988611489111134,False,True,False,False,True,False,False,False,True,False
442,0,3,1,-0.719436147717457,0,0,-0.45714212526638004,False,True,False,True,False,False,False,True,False,False
443,0,3,1,-0.33518693111100106,1,0,-0.4918744606632361,False,True,False,True,False,False,False,True,False,False
444,1,2,0,-0.10463740114712752,0,0,-0.3866707201133388,False,True,True,False,False,False,False,True,False,False
445,1,3,1,-0.10463740114712752,0,0,-0.48507900373776425,False,True,False,True,False,False,False,True,False,False
446,1,1,1,-1.949033640858116,0,2,0.9997696105865636,False,True,False,False,False,False,False,False,False,False
447,1,2,0,-1.2573850509664952,0,1,-0.255795253400548,False,True,True,False,False,False,True,False,False,False
448,1,1,1,0.35646165878061953,0,0,-0.11384570873513637,False,True,False,True,False,False,False,True,False,False
449,1,3,0,-1.8721837975368247,2,1,-0.26066180729354516,False,False,True,False,False,False,False,False,False,False
450,1,1,1,1.7397588385638607,0,0,-0.034313694348132716,False,True,False,False,False,True,False,False,True,False
451,0,2,1,0.5101613454232019,1,2,-0.08968408411123653,False,True,False,True,False,False,False,False,True,False
452,0,3,1,-0.10463740114712752,1,0,-0.2463983948905696,False,True,False,True,False,False,False,True,False,False
453,0,1,1,0.04906228549545483,0,0,-0.08968408411123653,False,False,False,True,False,False,False,True,False,False
454,1,1,1,1.5092093085999871,1,0,1.145663540471827,False,False,False,True,False,False,False,False,True,False
455,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
456,1,3,1,-0.027787557825836348,0,0,-0.4894421904510968,False,False,False,True,False,False,False,True,False,False
457,0,1,1,2.738806801740646,0,0,-0.11384570873513637,False,True,False,True,False,False,False,False,False,True
458,1,1,0,-0.10463740114712752,1,0,0.395813560675251,False,True,False,False,True,False,False,True,False,False
459,1,2,0,1.5860591519212783,0,0,-0.43700743807979686,False,True,True,False,False,False,False,False,True,False
460,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,True,False,False,True,False,False,False,True,False,False
461,1,1,1,1.432359465278696,0,0,-0.11384570873513637,False,True,False,True,False,False,False,False,True,False
462,0,3,1,0.35646165878061953,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
463,0,1,1,1.3555096219574048,0,0,0.12676380314453292,False,True,False,True,False,False,False,False,True,False
464,0,2,1,1.432359465278696,0,0,-0.3866707201133388,False,True,False,True,False,False,False,False,True,False
465,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
466,0,3,1,0.6638610320657843,0,0,-0.5064721088735089,False,True,False,True,False,False,False,False,True,False
467,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,False,True,False,True,False,False,False,True,False,False
468,0,1,1,2.0471582118490255,0,0,-0.11384570873513637,False,True,False,True,False,False,False,False,True,False
469,0,3,1,-0.10463740114712752,0,0,-0.4928811950225652,True,False,False,True,False,False,False,True,False,False
470,1,3,0,-2.1987956316523123,2,1,-0.26066180729354516,False,False,True,False,False,False,False,False,False,False
471,0,3,1,-0.10463740114712752,0,0,-0.5024451714361923,False,True,False,True,False,False,False,True,False,False
472,0,3,1,0.6638610320657843,0,0,-0.47400492578514347,False,True,False,True,False,False,False,False,True,False
473,1,2,0,0.27961181545932834,1,2,-0.08968408411123653,False,True,False,False,True,False,False,True,False,False
474,1,2,0,-0.48888661775358344,0,0,-0.3707300882677209,False,False,False,False,True,False,False,True,False,False
475,0,3,0,-0.5657364610748746,0,0,-0.45034666834090825,False,True,True,False,False,False,False,True,False,False
476,0,1,1,-0.10463740114712752,0,0,0.39858208016340624,False,True,False,True,False,False,False,True,False,False
477,0,2,1,0.35646165878061953,1,0,-0.22559322262067316,False,True,False,True,False,False,False,True,False,False
478,0,3,1,-0.027787557825836348,1,0,-0.5065566745596926,False,True,False,True,False,False,False,True,False,False
479,0,3,1,-0.5657364610748746,0,0,-0.4969926981460655,False,True,False,True,False,False,False,True,False,False
480,1,3,0,-2.1027333275006983,0,1,-0.4010166847337793,False,True,True,False,False,False,False,False,False,False
481,0,3,1,-1.56478442425166,5,2,0.2958951755118318,False,True,False,False,False,False,False,False,False,False
482,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,False,True,False,True,False,False,False,True,False,False
483,0,3,1,1.5860591519212783,0,0,-0.4863374216869257,False,True,False,True,False,False,False,False,True,False
484,1,3,0,2.585107115098064,0,0,-0.455380340137554,False,True,False,False,True,False,False,False,False,True
485,1,1,1,-0.33518693111100106,1,0,1.1854295476653287,False,False,False,True,False,False,False,True,False,False
486,0,3,0,-0.10463740114712752,3,1,-0.13565761536436197,False,True,True,False,False,False,False,True,False,False
487,1,1,0,0.4333115021019107,1,0,1.163700193253568,False,True,False,False,True,False,False,True,False,False
488,0,1,1,2.200857898491608,0,0,-0.05042144409739929,False,False,False,True,False,False,False,False,True,False
489,0,3,1,0.04906228549545483,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
490,1,3,1,-1.56478442425166,1,1,-0.32828012727224753,False,True,False,False,False,False,False,False,False,False
491,0,3,1,-0.10463740114712752,1,0,-0.2463983948905696,False,True,False,True,False,False,False,True,False,False
492,0,3,1,-0.6425863043961658,0,0,-0.5024451714361923,False,True,False,True,False,False,False,True,False,False
493,0,1,1,1.9703083685277343,0,0,-0.034313694348132716,False,True,False,True,False,False,False,False,True,False
494,0,1,1,3.1999058616683933,0,0,0.3483299278831318,False,False,False,True,False,False,False,False,False,True
495,0,3,1,-0.6425863043961658,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
496,0,3,1,-0.10463740114712752,0,0,-0.3573083057891445,False,False,False,True,False,False,False,True,False,False
497,1,1,0,1.893458525206443,1,0,0.9274538680872313,False,False,True,False,False,False,False,False,True,False
498,0,3,1,-0.10463740114712752,0,0,-0.3443878770215141,False,True,False,True,False,False,False,True,False,False
499,0,1,0,-0.33518693111100106,1,2,2.4029901895877646,False,True,False,False,True,False,False,True,False,False
500,0,3,1,-0.41203677443229225,0,0,-0.49145565916975514,False,True,False,True,False,False,False,True,False,False
501,0,3,1,-0.9499856776813305,0,0,-0.47400492578514347,False,True,False,True,False,False,True,False,False,False
502,0,3,0,-0.6425863043961658,0,0,-0.49237782784290063,True,False,True,False,False,False,False,True,False,False
503,0,3,0,-0.10463740114712752,0,0,-0.4948100980550399,True,False,True,False,False,False,False,True,False,False
504,0,3,0,0.5870111887444931,0,0,-0.455380340137554,False,True,True,False,False,False,False,False,True,False
505,1,1,0,-1.0268355210026217,0,0,1.093228788100527,False,True,True,False,False,False,True,False,False,False
506,0,1,1,-0.8731358343600393,1,0,1.5442457810799908,False,False,False,True,False,False,True,False,False,False
507,1,2,0,0.27961181545932834,0,2,-0.12491978668775715,False,True,False,False,True,False,False,True,False,False
508,1,1,1,-0.10463740114712752,0,0,-0.11384570873513637,False,True,False,True,False,False,False,True,False,False
509,0,3,1,-0.10463740114712752,0,0,-0.1948878246611338,False,True,False,True,False,False,False,True,False,False
510,1,3,1,-0.2583370877897099,0,0,0.48910360681684706,False,True,False,True,False,False,False,True,False,False
511,1,3,1,-0.027787557825836348,0,0,-0.49237782784290063,True,False,False,True,False,False,False,True,False,False
512,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,False,True,False,True,False,False,False,True,False,False
513,1,1,1,0.5101613454232019,0,0,-0.11913106412161445,False,True,False,True,False,False,False,False,True,False
514,1,1,0,1.893458525206443,1,0,0.5475787653441219,False,False,False,False,True,False,False,False,True,False
515,0,3,1,-0.41203677443229225,0,0,-0.4974960653257301,False,True,False,True,False,False,False,True,False,False
516,0,1,1,1.3555096219574048,0,0,0.036576512298389464,False,True,False,True,False,False,False,False,True,False
517,1,2,0,0.35646165878061953,0,0,-0.43700743807979686,False,True,False,False,True,False,False,True,False,False
518,0,3,1,-0.10463740114712752,0,0,-0.1621689579829361,True,False,False,True,False,False,False,True,False,False
519,1,2,0,0.5101613454232019,1,0,-0.12491978668775715,False,True,False,False,True,False,False,False,True,False
520,0,3,1,0.20276197213803718,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
521,1,1,0,0.04906228549545483,0,0,1.2341715984066093,False,True,True,False,False,False,False,True,False,False
522,0,3,1,-0.5657364610748746,0,0,-0.4894421904510968,False,True,False,True,False,False,False,True,False,False
523,0,3,1,-0.10463740114712752,0,0,-0.5029485386158568,False,False,False,True,False,False,False,True,False,False
524,1,1,0,1.1249600919935314,0,1,0.5189714017894245,False,False,False,False,True,False,False,False,True,False
525,0,3,1,-0.10463740114712752,0,0,-0.5028639729296732,False,False,False,True,False,False,False,True,False,False
526,0,3,1,0.8559856403690123,0,0,-0.49237782784290063,True,False,False,True,False,False,False,False,True,False
527,1,2,0,1.5860591519212783,0,0,-0.43700743807979686,False,True,True,False,False,False,False,False,True,False
528,0,1,1,-0.10463740114712752,0,0,3.817033162951754,False,True,False,True,False,False,False,True,False,False
529,0,3,1,0.7407108753870755,0,0,-0.4888542575852486,False,True,False,True,False,False,False,False,True,False
530,0,2,1,-0.48888661775358344,2,1,-0.41687275089321363,False,True,False,True,False,False,False,True,False,False
531,1,2,0,-2.1027333275006983,1,1,-0.12491978668775715,False,True,True,False,False,False,False,False,False,False
532,0,3,1,-0.10463740114712752,0,0,-0.5028639729296732,False,False,False,True,False,False,False,True,False,False
533,0,3,1,-0.9499856776813305,1,1,-0.5028639729296732,False,False,False,True,False,False,True,False,False,False
534,1,3,0,-0.10463740114712752,0,2,-0.19824427701513722,False,False,False,False,True,False,False,True,False,False
535,0,3,0,0.04906228549545483,0,0,-0.47400492578514347,False,True,True,False,False,False,False,True,False,False
536,1,2,0,-1.7184841108942424,0,2,-0.11988611489111134,False,True,True,False,False,False,False,False,False,False
537,0,1,1,1.2018099353148226,0,0,-0.11384570873513637,False,True,False,False,False,True,False,False,True,False
538,1,1,0,0.04906228549545483,0,0,1.4944124302931971,False,False,True,False,False,False,False,True,False,False
